f0,f1,f2,f3,f4,f5,f6,f7,f8,label
a0,a1,a2,b3,a4,1.5415985579604938,0.020826628216427112,2.9710729175849018,1.9889370557682695,0
b0,b1,a2,b3,b4,1.0342267195380106,3.480837121006066,2.616690134564436,6.408263276079661,1
a0,a1,b2,a3,b4,0.015232139635816933,2.7635653245889733,0.24312900256566394,0.5641714694954314,0
a0,b1,a2,b3,b4,0.09129335505831715,0.3548319446734882,0.06966657985293423,3.889635678322362,0
b0,b1,b2,b3,a4,0.2970143159790716,0.9318814180547745,2.963941781149319,3.2433062615476436,1
a0,a1,b2,a3,b4,0.6609577622910792,3.036958480250827,2.827530630526129,0.5550122937911608,0
a0,b1,a2,b3,a4,0.20268689697569053,2.702912745411173,4.287860802241657,6.216661782798997,1
b0,b1,a2,a3,b4,0.26369259645143817,3.1913619639647504,1.0377145940785093,7.592434298002315,0
a0,b1,a2,b3,a4,0.4166616100092002,2.8468153465064887,4.34703066334221,3.07293976082726,1
b0,b1,b2,b3,b4,1.9804698363709758,3.010830600397221,0.360811026920385,7.093433574729813,1
b0,b1,b2,b3,a4,0.05381832374133233,0.3793872622417922,3.6801053944586326,0.08296702368452458,1
a0,a1,a2,a3,b4,0.2275396067650276,0.3829797835964721,4.478220534972147,3.270739191255531,0
b0,a1,a2,b3,b4,1.3604002415619512,3.9507734900109757,0.11490188182103367,3.1307185937695756,1
b0,a1,b2,a3,a4,1.7519933596900175,1.7584209040984893,5.978379099714472,1.8474289180721697,1
b0,a1,b2,a3,a4,0.33347290210247027,3.544546433808219,0.026045291427351347,6.147207962342362,0
b0,a1,b2,b3,b4,1.7700940812353527,3.0720835206037647,0.6233433445259231,0.7283023274165377,0
a0,a1,b2,b3,b4,1.5264442122385087,1.68290593436,4.4443159731110775,6.1187571909634055,0
a0,b1,b2,b3,a4,1.7260480334582604,2.8162086728905975,5.841675754073739,2.573891027370625,0
a0,b1,a2,b3,b4,1.0815933502635087,2.195012557289857,5.3276405613740785,1.9129249646590911,1
b0,a1,a2,b3,b4,1.1615009578257687,0.011046689814499189,2.616035718104981,2.412593377453769,1
b0,a1,a2,a3,b4,1.8120197878617996,1.5274602377278124,5.241159695001016,4.275452660785049,0
b0,a1,b2,b3,b4,1.695057843199654,0.15260786989702457,1.2103053096688634,6.777855263216351,0
b0,a1,a2,b3,a4,1.150679782429373,0.8563111797042327,3.1791554925839427,7.092082396918441,1
b0,b1,a2,b3,b4,1.3482436757012701,1.446130446741422,4.501627785843761,2.7384018864095383,0
a0,b1,b2,b3,b4,0.9543540682165933,3.189024814251863,5.6734911157246355,3.579687658797579,0
a0,b1,a2,a3,b4,1.857106851993952,2.5738072988471727,5.394187836181532,7.8447981649422385,0
a0,a1,b2,a3,a4,1.8048964893723496,1.3737911956150304,1.9726030387962878,3.789771921508012,0
b0,a1,a2,a3,a4,0.057297323003465905,2.44892457856823,3.306774378079694,1.0986268658906155,1
b0,a1,a2,b3,b4,0.8808520261712556,2.973412266110453,1.3797327229992717,0.9785630963035197,1
a0,a1,b2,a3,a4,1.7111181953172283,0.45640019973269275,3.7775872954508745,1.5228334942118829,0
b0,b1,a2,a3,a4,0.9057164862966256,2.1314062733100894,5.667416349980367,7.926918641757519,0
b0,b1,a2,a3,a4,0.47978903377006654,3.9430926964365804,2.0148954704092574,0.19726364271087826,1
b0,b1,a2,a3,b4,0.60234300617522,1.8058045606067998,3.5526404006168786,4.582191756793367,1
a0,a1,a2,b3,b4,0.47838172901073117,0.6764693128157995,0.2898058487594012,3.158070262469003,0
a0,a1,b2,a3,b4,0.7349265764839085,3.999626860340863,1.075517655990129,3.114794994552697,0
a0,a1,a2,a3,b4,1.9426777390880061,3.301266970643278,3.596689446931056,7.653690516500989,0
b0,a1,a2,a3,a4,1.7347357162820685,0.7595242047177995,4.581143657514635,0.7969506185735575,0
b0,a1,a2,a3,b4,1.8241759496624277,2.225506550523546,3.024411822952692,1.2291326566579048,1
b0,b1,b2,b3,b4,0.5821231346935448,2.2941989306310386,3.620446041772821,5.364320263994322,1
a0,a1,b2,a3,b4,0.7995585582195297,2.862017687372548,5.1019219760004795,1.8923207183587527,1
b0,b1,b2,b3,b4,1.600410064314783,3.989232874503543,2.891021257199918,5.121974082928083,1
a0,a1,a2,b3,b4,0.14834213272835606,1.1426083950483839,5.581827879024088,6.076560870111736,0
a0,a1,b2,a3,a4,1.5713920672386497,3.8678409245663454,4.924498768167139,5.627302251060881,0
a0,b1,b2,b3,b4,0.43808117735695173,1.9728861986615442,1.0851510763765901,4.276952000524016,1
b0,b1,a2,b3,a4,1.330507229084073,2.3022426495230484,2.9896129832883753,3.5895568709757306,1
b0,b1,a2,a3,a4,0.16910432585464474,0.4653472743819518,3.5781039107772292,2.4445207573341685,1
a0,a1,a2,b3,a4,1.4348191423840855,0.019225522214887603,3.6034412707693035,3.123304863612718,0
b0,a1,b2,b3,a4,1.4235673769470587,2.087582229663842,3.797044449861107,0.35024590341019035,1
b0,a1,a2,a3,b4,1.2583915398540415,1.2837206757461208,5.70229264872467,3.5103223771758683,0
a0,b1,b2,b3,a4,1.0884914898328986,2.0643348970812756,4.300070683174318,1.889134386816942,0
b0,a1,a2,a3,b4,1.0021396290489513,0.06061722707122286,5.402893507747895,2.0026369667554063,0
a0,b1,b2,a3,b4,1.394405169696824,3.866075218016322,0.8185360014810071,3.1680127436046144,0
a0,a1,a2,a3,b4,0.9015303687562088,3.0696261391618247,1.8688691582379469,0.8217965003481806,0
a0,b1,a2,a3,b4,0.4746939535988961,2.955333254020437,4.43836516439865,2.088790084805533,0
a0,a1,a2,b3,b4,1.7190749255817948,3.419516866403397,0.1661037819913861,7.444292188139331,0
a0,b1,a2,b3,b4,0.5302300583124571,1.9561694206956004,4.89606620690752,6.391619065408577,0
b0,b1,a2,a3,b4,1.7169216470985156,0.9519445690017336,5.085505247268475,7.433551477147695,1
a0,a1,a2,a3,b4,0.6832019216423281,0.591295290599861,4.47168205772328,2.3949362486461387,0
a0,a1,b2,b3,a4,1.8356106831507346,1.957327324806743,2.1554352765659557,0.3557876606141841,0
b0,a1,b2,a3,b4,1.6953340826687906,2.2326009530045194,3.8056880183187882,6.996798469471187,0
a0,b1,b2,a3,b4,1.2877146588567026,3.9616717617202797,0.9129671736934404,0.04355008802828353,0
a0,a1,b2,b3,b4,1.7562328375088594,3.564470633029429,2.8307233114285855,0.05270808077981082,0
b0,a1,b2,a3,b4,1.8844091458848808,3.9584317489004883,3.779354626780034,4.225577657609499,1
b0,a1,b2,b3,a4,0.24149005016739666,2.711856520636713,4.837307400406667,6.595228179630482,1
a0,a1,a2,b3,a4,0.49028690683046894,2.656246259703069,1.7677524027379783,3.244021241777219,0
b0,a1,b2,a3,a4,1.2203466367424727,3.249470598460788,3.5003182301935136,6.097796115191357,0
b0,a1,b2,b3,b4,0.21983685987938062,0.7036790202082699,1.2716412583514956,4.647999970940669,0
b0,a1,b2,a3,a4,0.3060782908894266,0.3797933044020356,1.3963441479128904,4.636223218876889,0
a0,a1,b2,a3,b4,0.761262180178133,1.0574260628574548,1.0809900921067248,3.164537850653565,0
a0,a1,a2,a3,b4,0.6401582724389824,1.3148080791918517,4.3545071653739935,2.188960337120003,0
a0,b1,a2,a3,b4,0.9201448516935637,0.7307028259256478,4.3089123389058726,7.965181146768721,0
a0,b1,a2,a3,a4,0.9024406437734223,3.16763178875865,5.762109427464024,5.218372093792349,0
a0,a1,b2,a3,a4,0.48680887811326534,0.6248015564670197,5.156018056078617,0.6476069092300745,0
a0,b1,a2,a3,a4,0.23242482580660817,1.1706198904298846,2.1880123312192774,5.918067694716241,0
a0,b1,a2,b3,b4,0.656367124276273,1.206557369329269,2.5119103035955006,1.4983929904900082,0
a0,b1,b2,a3,a4,1.867959581908615,3.043651256961204,2.736705494622996,2.2979290574957614,1
b0,b1,b2,b3,b4,0.9481620321831468,3.4225188067439056,0.8652465639508105,7.648572917532853,1
a0,b1,a2,a3,b4,1.9176774386343676,1.3994178877918806,2.382409672909439,7.7653652745309465,0
b0,a1,a2,b3,b4,1.1250799094374684,0.5410621330423742,5.686126837083557,2.3778567553858534,0
a0,a1,a2,a3,a4,0.4439856924236105,0.6720689548868042,2.859750130048325,3.5499806291101033,0
a0,a1,b2,b3,a4,1.9660961417849663,2.2959097888445754,1.1252808776234637,3.9632318682006065,0
a0,a1,b2,a3,a4,1.023880346003172,3.091704269398783,3.9724618174134805,2.2916499782253177,1
a0,b1,a2,b3,a4,1.8795363082245156,0.8201209035549242,1.0506972176496128,2.3004753124306867,0
a0,b1,a2,a3,b4,0.7105657004441587,1.3521292818517923,0.5770443481862927,4.719815500770279,1
a0,a1,b2,b3,b4,1.7601038508186582,3.6581614319148636,2.300894509165426,7.337879868135754,0
b0,b1,b2,b3,b4,1.7201231043874259,1.6993722636252386,5.1726982354898645,5.040212968739813,1
a0,a1,b2,b3,b4,0.9079913849247034,1.1546800778700206,5.407341438419043,1.6710867032798848,0
b0,b1,b2,a3,b4,0.5042521956886958,3.9808348244352816,1.3186198274301875,3.686126519188647,1
b0,a1,a2,a3,a4,0.15490373674540214,3.928219629044163,2.7903866359790013,6.217120683348984,0
b0,a1,a2,b3,b4,1.0644914509008823,2.3521226098407646,3.8636494066441123,1.5290405602959893,1
b0,a1,a2,a3,a4,1.5718420057225186,0.5140023235195113,3.000834907222072,4.053704164481051,1
b0,a1,a2,a3,b4,1.6451225860610474,3.600709915142947,1.5834782236912268,2.493512493449624,0
a0,a1,b2,b3,b4,1.141357112122459,3.527230732928302,0.8459259182826495,2.073486686072452,1
a0,b1,a2,b3,b4,0.1258047377264444,3.9964231245469852,1.4356801749159671,3.3489759976566575,1
a0,b1,a2,b3,a4,1.4985985646262143,1.4527881818322892,1.8114592062016874,1.7184878554050296,0
a0,a1,a2,b3,b4,0.2546084329845081,2.2986097399328376,0.4912346930972602,1.8557918543198575,0
b0,a1,a2,a3,b4,0.0347097062665116,0.8123030400821196,3.012607991462965,1.8432204919937316,1
a0,a1,b2,b3,b4,1.2087653735403685,2.933429162811285,4.253815155407397,7.439919073196245,0
a0,b1,a2,a3,b4,0.9252734487151063,2.981909525188729,5.490313577078914,1.945487606543825,0
a0,a1,b2,a3,a4,1.2006748423442817,2.3905553968594893,4.88110859147242,0.5012930930671597,0
a0,a1,b2,a3,a4,1.9582897654541145,1.8353523256677373,0.25437586266803713,3.457182547533997,0
b0,a1,b2,b3,a4,0.23284095125289084,3.9832672457467693,5.800811464109485,3.365850033909303,1
b0,a1,a2,b3,b4,0.22551484908263852,0.49210999562127267,5.129864658943709,3.0566793035183193,0
a0,b1,a2,a3,a4,1.7274981023203748,2.777180967451092,5.903507201490567,6.970105439400552,1
b0,b1,a2,b3,b4,0.35487843000544406,1.0764480232816236,3.9869287358631915,4.716365800549086,1
b0,b1,a2,b3,a4,0.03699770768206345,2.523402184253825,1.5349422191688609,7.815013703930931,1
b0,b1,b2,b3,a4,1.181702299299296,1.7124276919670092,2.7439314273802986,2.591982607051169,1
a0,a1,a2,b3,b4,1.5436864408549986,3.9629834051104726,4.954886445679216,6.369778368959063,0
b0,b1,b2,a3,a4,0.37522915260192136,1.1963789443153992,5.392620089778192,1.3678094834926777,1
a0,a1,a2,b3,b4,1.6488089920469415,1.7468705444253767,1.8597766700142717,4.841167994698906,0
a0,b1,a2,a3,b4,1.7033390322133468,1.3783439898400378,4.068375598917481,2.9740585748789057,0
a0,a1,a2,b3,b4,1.9476294895173316,0.24845351009739058,3.7517701421495175,4.922629431935541,1
a0,a1,b2,a3,b4,1.465852146798635,0.9743327517723837,1.967465322750495,6.0911254638619425,0
a0,a1,a2,b3,a4,1.774217883581899,3.316913763069822,0.20232509144929633,6.854788951120163,0
b0,a1,b2,a3,b4,1.9800447284636857,1.8511580680843849,5.289796548278949,2.950479315311188,1
a0,b1,a2,a3,a4,0.22984849137174934,2.7068579066669325,0.9399974794365118,2.7334073874430573,1
a0,b1,b2,a3,a4,1.5518382377041282,0.46097347154157453,1.1999243041230798,6.94666411108306,1
b0,a1,b2,b3,b4,0.20623470427626234,3.696667650346263,1.9242482503736558,5.766489689701791,1
b0,b1,b2,b3,b4,1.6749932187832788,1.1791768251978805,5.1235553654390875,4.600827312122224,1
b0,a1,b2,b3,b4,0.9917060640985363,1.5860978202711362,5.307055053199855,7.611815560613376,1
a0,b1,b2,a3,a4,1.7424774716034932,0.08273980907002598,0.9510515002062581,7.329170993486663,1
b0,a1,b2,b3,b4,0.8359161811454399,1.3033019390912546,5.4068802257884885,6.432689867885512,1
a0,b1,a2,b3,b4,0.6081038344390477,3.939369847341124,4.7358189754061515,4.3882362537769275,1
a0,a1,b2,a3,a4,0.9950672844673015,3.1808401416460406,1.1623902511579014,0.2611355865889182,0
a0,b1,b2,a3,a4,1.509708080734436,1.6046606830298533,3.6235452867423072,4.545106741389902,1
b0,a1,b2,b3,b4,0.5362266168241592,0.432813144528974,2.100132365482449,0.5241671372899894,0
b0,b1,a2,b3,b4,1.8485205066316608,3.8633150206914326,4.707773754192152,1.8105672389261276,1
b0,a1,a2,a3,a4,1.0828042794553359,3.4424519305665555,5.836635425288312,4.391023324983896,1
a0,a1,a2,b3,b4,1.5065900623493467,3.027293006688561,5.51139787467178,0.48083886289011035,1
b0,a1,a2,a3,b4,0.17550219236578601,3.688182788809922,2.6065661242226663,5.329356895814397,1
b0,b1,b2,a3,a4,0.7724297728818859,3.2627677144749443,4.568203193459548,1.6680365412640326,1
a0,b1,a2,b3,b4,0.9898390590245445,1.151666898633827,2.557027470486299,5.618292244664758,0
a0,a1,b2,b3,b4,0.7713482205109173,1.2047997286417607,0.6730830235452852,3.7884681376559155,1
a0,a1,a2,b3,a4,0.8722709240698405,1.6695973494163832,3.2280456136700844,7.968168873953179,0
a0,b1,a2,b3,b4,0.1845092726386176,1.4375691907670394,3.8936706842555844,4.41225619371854,0
a0,a1,b2,a3,b4,0.6632028092186448,1.0089226211726676,4.66936788287869,0.8417463011441964,1
b0,b1,b2,b3,a4,0.6683152234012847,0.3995297611243207,2.028619891713617,6.3495663495487475,1
a0,a1,a2,a3,b4,0.6442871264376508,3.9246446661855385,2.781039236477002,5.291368084743661,0
b0,a1,a2,b3,b4,0.7902886964717535,0.44338467839297846,1.4803181008794981,4.39065069125995,1
b0,b1,a2,b3,b4,1.0291019409297693,2.028648648094121,4.78921022260479,1.465057924946338,1
a0,a1,a2,b3,a4,1.1698252264501439,2.5765504478283843,2.721555390607016,1.122788690869002,0
a0,a1,a2,a3,a4,1.5352621370423303,0.2968993952026575,4.706795195187361,5.764584919333517,0
a0,b1,a2,b3,b4,0.9085199394452796,1.0572460637465426,2.1615203417834676,3.717416861548487,0
a0,a1,b2,a3,b4,1.6560639666718693,2.9216955855284468,3.966301511099797,1.2456843020100181,1
a0,b1,b2,b3,b4,0.5572505524625248,2.2267065476317986,0.15881551303422736,7.999658482259851,1
a0,b1,b2,a3,a4,1.0455466032039933,0.3723844236820797,0.2858457325901054,4.27392702614909,0
b0,a1,b2,a3,b4,1.7038243052233009,3.54743702606052,0.998916811378258,2.2155058738633002,1
a0,b1,a2,b3,b4,1.1912637616765307,3.3349054997325123,5.574874784632668,5.371225442304793,1
a0,b1,b2,b3,a4,1.0949319569257998,2.1783824461182917,3.245577495062058,1.4877048180888046,0
b0,a1,b2,a3,b4,0.09316033266217616,1.883672959470543,0.8688300101381478,1.7105081921931675,1
a0,b1,b2,b3,b4,0.9290444942997969,0.014978781806618269,3.1888253207752753,5.358808068003075,0
b0,a1,b2,b3,b4,1.1451547726991191,3.3193251735853417,2.884102653496557,5.037214678141474,1
b0,b1,b2,b3,a4,0.5140310584360717,0.9339777617301359,1.5338512300702,1.0336652512509579,1
a0,a1,b2,a3,a4,0.365528624288206,2.300418987108645,1.6401838199102263,4.423829282002469,0
b0,a1,b2,b3,a4,0.6308685864576153,1.8586589741065118,4.412521019243861,2.178185540750796,0
b0,b1,a2,b3,a4,1.718623839082799,2.253074868809632,4.463050397598292,3.342304197801496,1
b0,a1,b2,a3,a4,0.8138650002572991,2.0016009510509214,2.006200981812054,6.507142783741327,1
a0,a1,a2,b3,b4,0.2684378433739939,2.38082038157426,0.7381595343514004,0.6081471048765024,0
b0,a1,b2,b3,b4,1.3469880284888418,0.04009690382233533,1.2608447877253155,3.9353600715547365,0
b0,a1,a2,a3,a4,1.425274328295661,1.8156192917907652,4.678523531225425,0.4178016326247289,0
b0,b1,a2,b3,a4,1.7645219651263537,1.125262977312869,5.826544323548487,2.8775090831825274,1
b0,a1,b2,a3,b4,0.13901685843251577,1.6256813810741226,3.843297308454987,5.695515719161566,1
b0,b1,b2,b3,b4,0.9013272767883278,2.385055360343002,1.0428534952820012,4.967447674760383,1
a0,a1,a2,a3,b4,1.7223695278389424,1.5462460008894348,3.7974145905359764,1.9272028948677518,0
a0,b1,b2,a3,a4,0.9941742666842673,3.2862760341465913,4.139721537097164,5.524584925913501,0
b0,b1,a2,b3,a4,1.2317560158849747,1.301561247740381,1.638607083202233,1.8039192880422483,0
b0,b1,b2,b3,b4,1.3778143973293084,3.091498051149373,3.1925876942423743,7.50166566223694,1
a0,b1,b2,a3,b4,1.9933447433362421,2.2748256266601614,4.315069095183816,1.9321416211165965,1
a0,a1,b2,a3,b4,1.50621905936043,2.728831181363833,0.8444775219900662,2.1094956469652004,0
b0,a1,b2,a3,b4,1.947392768348034,3.2159533158159865,0.6566326277520464,1.7978598751316897,0
b0,b1,a2,a3,a4,0.4238713296545177,3.27929032152663,0.4261072456882897,1.0079406796895762,1
b0,a1,a2,a3,b4,0.011283870401984974,2.053433941019537,5.628183772705304,2.281050265376138,0
b0,a1,a2,a3,b4,0.10009356582461981,3.328835885014141,0.2552422709459947,7.895639840576864,1
b0,a1,a2,b3,a4,1.8548695485665703,1.7827115020335655,4.286023113142999,5.4710537836156785,1
b0,a1,a2,a3,b4,0.7718856325931331,1.2323961005857207,4.245398901279071,4.810510849529781,1
b0,b1,a2,a3,b4,1.4664701793686923,2.856657749594752,1.9488086619876757,7.085984745939711,1
a0,b1,b2,a3,a4,0.19585070671529514,3.012639223925806,3.3376236541403577,1.894037111037815,1
b0,a1,a2,a3,b4,1.3560572909628,0.9296049181634045,5.918879942213492,1.4851271966929653,1
b0,b1,a2,a3,a4,1.7513918384133824,0.24727154708426724,1.9372652619227397,1.491462481790781,1
b0,b1,a2,a3,b4,0.7737036971408587,1.449202562499621,3.701582425393892,1.8473709110686616,1
a0,a1,b2,b3,b4,0.5906826750592414,2.0830156491935536,0.6575900989582147,4.018682694393069,0
b0,b1,b2,b3,a4,1.9040510574823144,2.498220081628414,0.8550149335310548,6.7596317155902375,1
b0,a1,b2,b3,a4,1.936267595208904,2.6216360759321344,5.248038880066156,4.494606601590332,1
a0,a1,a2,a3,b4,0.5159665430302913,3.5370896728919132,4.755135293159298,4.344595000520737,0
b0,b1,a2,a3,b4,1.533533335768369,0.9858765855933727,1.9042701496312973,7.6512574849093316,1
a0,b1,a2,a3,b4,0.8772358759898056,2.0737377095985847,4.635547898873556,2.387158174702355,0
b0,b1,b2,a3,a4,0.3374341376491665,2.8186172755560848,1.3831044911870176,1.0220712822617406,1
a0,a1,b2,b3,b4,1.8786897599506402,3.100753186447539,1.1800194370812445,1.3708984174674796,0
b0,b1,a2,b3,a4,1.6345171295697292,2.4691208692700433,2.3204452549939183,7.409246444003418,1
b0,b1,b2,b3,b4,0.4078927948488631,1.727363843891106,3.7634769051445134,4.4883184672781224,1
a0,a1,b2,b3,b4,0.4727011685552004,0.16912897769407986,1.8014702227944368,0.7763437997357987,0
b0,b1,b2,a3,b4,1.2100860267413376,3.1239634397654816,0.7783877640951572,6.236858801964703,1
